youtube_url,requested_playback_time,derived_actual_playback_seconds,derived_drift_seconds,ingame_time,difference_seconds
https://youtube.com/watch?v=hiAGOx-Fvv8,6:30,390.020,+0.020,2:11,259
https://youtube.com/watch?v=0_7cwFxxrz8,6:30,390.020,+0.020,1:05,325
https://youtube.com/watch?v=wa09Uu5U-nQ,6:30,390.020,+0.020,1:08,322
https://youtube.com/watch?v=2aBfwphgB9I,7:30,,,1:12,378
https://youtube.com/watch?v=vtM938opIDc,6:30,390.020,+0.020,0:50,340
https://youtube.com/watch?v=sy5DORsZSho,6:30,390.020,+0.020,1:15,315
https://www.youtube.com/watch?v=ddzGrQxv9ZA,6:30,390.020,+0.020,1:16,314
https://www.youtube.com/watch?v=Oo9lBnuVYsc,6:30,390.020,+0.020,2:47,223
https://www.youtube.com/watch?v=i7RpiokAAQc,6:30,390.020,+0.020,0:48,342
https://www.youtube.com/watch?v=84BTmTB7KRM,6:30,390.020,+0.020,1:36,294
https://www.youtube.com/watch?v=SibMh-da7Xw,6:30,390.020,+0.020,2:14,256
https://youtube.com/watch?v=uNZ98K7lrrY,6:30,390.020,+0.020,1:03,327
https://www.youtube.com/watch?v=8xL_Gnd3ABI,6:30,390.020,+0.020,1:54,276
https://youtube.com/watch?v=RkzdcujY-Jo,6:30,390.020,+0.020,0:10,380
https://www.youtube.com/watch?v=AbBy8QIqpdw,6:30,390.020,+0.020,1:29,301
https://youtube.com/watch?v=Rns---IauKs,6:30,390.020,+0.020,0:37,353
https://youtube.com/watch?v=4wvL32J9VEE,6:30,,,00:40,350
https://youtube.com/watch?v=JhpMH_QmMkg,6:30,390.020,+0.020,1:00,330
https://youtube.com/watch?v=hElnSCqzrCs,7:30,450.020,+0.020,0:41,409
https://youtube.com/watch?v=omAXinUxH9g,6:30,390.020,+0.020,0:33,357
https://www.youtube.com/watch?v=nRiQyFG_mw4,6:30,390.020,+0.020,0:42,348
https://www.youtube.com/watch?v=6LF1Q5XA6Rs,7:30,450.020,+0.020,0:55,395
https://youtube.com/watch?v=rln1Oj9aGfY,6:30,390.020,+0.020,1:10,320
https://youtube.com/watch?v=jiLVpk-RIfs,7:30,450.020,+0.020,0:41,409
https://youtube.com/watch?v=cmM8Pu4vs2c,6:30,390.020,+0.020,1:19,311
https://youtube.com/watch?v=8bCkimb8UZE,6:30,390.020,+0.020,0:16,374
https://www.youtube.com/watch?v=QE4Ni_PILp4,6:30,390.020,+0.020,0:47,343
https://youtube.com/watch?v=nl-C5sq12Lw,7:30,450.020,+0.020,0:27,423
https://www.youtube.com/watch?v=38DBmeMVrF4,6:30,390.020,+0.020,1:45,285
https://youtube.com/watch?v=tvm1vwO8Svo,6:30,390.020,+0.020,2:23,247
https://youtube.com/watch?v=1uYf1PSbVts,6:30,390.020,+0.020,2:07,263
https://youtube.com/watch?v=UVQ-OsWjGKA,6:30,390.020,+0.020,1:07,323
https://youtube.com/watch?v=MaTB7kSkQsg,6:30,390.020,+0.020,0:49,341
https://youtube.com/watch?v=E5XZzXLBuBY,6:30,390.020,+0.020,0:13,377
https://youtube.com/watch?v=exU37m4mCF0,6:30,390.020,+0.020,1:43,287
https://www.youtube.com/watch?v=jbDaZKELBHE,6:30,390.020,+0.020,0:45,345
https://www.youtube.com/watch?v=J22hok_MwbA,6:30,390.020,+0.020,1:06,324
https://www.youtube.com/watch?v=E-1lmKcDw68,6:30,390.020,+0.020,1:46,284
