match_id,tournament,date,series,game_num,team1,team2,gol_url,youtube_url,offset_seconds
1,World Championship 2021,2021-11-06,FINALS,1,DWG KIA,EDG,https://gol.gg/game/stats/35402/page-timeline/,https://youtube.com/watch?v=vUK1FM6v5yg,346
2,World Championship 2021,2021-11-06,FINALS,2,DWG KIA,EDG,https://gol.gg/game/stats/35403/page-timeline/,https://youtube.com/watch?v=XkmINokiVUQ,325
3,World Championship 2021,2021-11-06,FINALS,3,DWG KIA,EDG,https://gol.gg/game/stats/35404/page-timeline/,https://youtube.com/watch?v=soRIchehC2c,253
4,World Championship 2021,2021-11-06,FINALS,4,DWG KIA,EDG,https://gol.gg/game/stats/35405/page-timeline/,https://youtube.com/watch?v=TKob8BfON90,306
5,World Championship 2021,2021-11-06,FINALS,5,DWG KIA,EDG,https://gol.gg/game/stats/35406/page-timeline/,https://youtube.com/watch?v=ZBna41Nsm_Y,322
6,World Championship 2021,2021-10-31,SEMIFINALS,1,GEN,EDG,https://gol.gg/game/stats/35370/page-timeline/,https://youtube.com/watch?v=3HFbCRHekmo,227
7,World Championship 2021,2021-10-31,SEMIFINALS,2,GEN,EDG,https://gol.gg/game/stats/35371/page-timeline/,https://youtube.com/watch?v=-n0Rw2dB8kU,254
8,World Championship 2021,2021-10-31,SEMIFINALS,3,GEN,EDG,https://gol.gg/game/stats/35372/page-timeline/,https://youtube.com/watch?v=28g8uAwWUr4,255
9,World Championship 2021,2021-10-31,SEMIFINALS,4,GEN,EDG,https://gol.gg/game/stats/35373/page-timeline/,https://youtube.com/watch?v=kPyz09bcFOM,306
10,World Championship 2021,2021-10-31,SEMIFINALS,5,GEN,EDG,https://gol.gg/game/stats/35374/page-timeline/,https://youtube.com/watch?v=WKaKaXzVIjU,293
11,World Championship 2021,2021-10-30,SEMIFINALS,1,DWG KIA,T1,https://gol.gg/game/stats/35375/page-timeline/,https://youtube.com/watch?v=rC7KRpypMow,275
12,World Championship 2021,2021-10-30,SEMIFINALS,2,DWG KIA,T1,https://gol.gg/game/stats/35376/page-timeline/,https://youtube.com/watch?v=0NJfVgngv0E,311
13,World Championship 2021,2021-10-30,SEMIFINALS,3,DWG KIA,T1,https://gol.gg/game/stats/35377/page-timeline/,https://youtube.com/watch?v=gCkmI1R0ISk,331
14,World Championship 2021,2021-10-30,SEMIFINALS,4,DWG KIA,T1,https://gol.gg/game/stats/35378/page-timeline/,https://youtube.com/watch?v=juF_bOIe7b0,320
15,World Championship 2021,2021-10-30,SEMIFINALS,5,DWG KIA,T1,https://gol.gg/game/stats/35379/page-timeline/,https://youtube.com/watch?v=0ysLyaS4NF4,174
16,World Championship 2021,2021-10-25,QUARTERFINALS,1,Cloud9,GEN,https://gol.gg/game/stats/35347/page-timeline/,https://youtube.com/watch?v=Fk2dxOYS0ZA,268
17,World Championship 2021,2021-10-25,QUARTERFINALS,2,Cloud9,GEN,https://gol.gg/game/stats/35348/page-timeline/,https://youtube.com/watch?v=9ONRTEIqQ_0,235
18,World Championship 2021,2021-10-25,QUARTERFINALS,3,Cloud9,GEN,https://gol.gg/game/stats/35349/page-timeline/,https://youtube.com/watch?v=vPpPgvDhSdk,238
19,World Championship 2021,2021-10-24,QUARTERFINALS,1,MAD Lions,DWG KIA,https://gol.gg/game/stats/35342/page-timeline/,https://www.youtube.com/watch?v=Dxh9ZSY4c5I,355
20,World Championship 2021,2021-10-24,QUARTERFINALS,2,MAD Lions,DWG KIA,https://gol.gg/game/stats/35343/page-timeline/,https://www.youtube.com/watch?v=PTcxHtkCDCY,336
21,World Championship 2021,2021-10-24,QUARTERFINALS,3,MAD Lions,DWG KIA,https://gol.gg/game/stats/35344/page-timeline/,https://www.youtube.com/watch?v=1bFd9otgjJw,316
22,World Championship 2021,2021-10-23,QUARTERFINALS,1,EDG,RNG,https://gol.gg/game/stats/35337/page-timeline/,https://youtube.com/watch?v=V2iOB4d1c1U,356
23,World Championship 2021,2021-10-23,QUARTERFINALS,2,EDG,RNG,https://gol.gg/game/stats/35338/page-timeline/,https://youtube.com/watch?v=KRDqdMg1-f0,276
24,World Championship 2021,2021-10-23,QUARTERFINALS,3,EDG,RNG,https://gol.gg/game/stats/35339/page-timeline/,https://youtube.com/watch?v=MeldpQupQNs,329
25,World Championship 2021,2021-10-23,QUARTERFINALS,4,EDG,RNG,https://gol.gg/game/stats/35340/page-timeline/,https://youtube.com/watch?v=17yfcPtA7EY,316
26,World Championship 2021,2021-10-23,QUARTERFINALS,5,EDG,RNG,https://gol.gg/game/stats/35341/page-timeline/,https://youtube.com/watch?v=kYtB7sF98OU,333
27,World Championship 2021,2021-10-22,QUARTERFINALS,1,HLE,T1,https://gol.gg/game/stats/35332/page-timeline/,https://youtube.com/watch?v=E5_qlYqfDnQ,327
28,World Championship 2021,2021-10-22,QUARTERFINALS,2,HLE,T1,https://gol.gg/game/stats/35333/page-timeline/,https://youtube.com/watch?v=Aaq5fpvcCmI,363
29,World Championship 2021,2021-10-22,QUARTERFINALS,3,HLE,T1,https://gol.gg/game/stats/35334/page-timeline/,https://youtube.com/watch?v=4xaySiQ5g3s,287
30,World Championship 2021,2021-10-18,TIEBREAKERS,1,GEN,MAD Lions,https://gol.gg/game/stats/35331/page-timeline/,https://www.youtube.com/watch?v=6VlZiKVwRwQ,309
31,World Championship 2021,2021-10-18,TIEBREAKERS,1,MAD Lions,LNG Esports,https://gol.gg/game/stats/35330/page-timeline/,https://www.youtube.com/watch?v=FXMK3PUjUd0,389
32,World Championship 2021,2021-10-18,TIEBREAKERS,1,GEN,Team Liquid,https://gol.gg/game/stats/35329/page-timeline/,https://youtube.com/watch?v=VvrDxq4UA4Q,347
33,World Championship 2021,2021-10-18,DAY7,1,LNG Esports,MAD Lions,https://gol.gg/game/stats/35278/page-timeline/,https://www.youtube.com/watch?v=1vBBmTFhrbM,369
34,World Championship 2021,2021-10-18,DAY7,1,GEN,Team Liquid,https://gol.gg/game/stats/35277/page-timeline/,https://youtube.com/watch?v=39y0dP9HUEQ,271
35,World Championship 2021,2021-10-18,DAY7,1,Team Liquid,MAD Lions,https://gol.gg/game/stats/35276/page-timeline/,https://www.youtube.com/watch?v=duN1MOSVlxw,371
36,World Championship 2021,2021-10-18,DAY7,1,LNG Esports,GEN,https://gol.gg/game/stats/35275/page-timeline/,https://www.youtube.com/watch?v=3mSSMMW1leY,375
37,World Championship 2021,2021-10-18,DAY7,1,LNG Esports,Team Liquid,https://gol.gg/game/stats/35274/page-timeline/,https://www.youtube.com/watch?v=HLi5MwK9ULw,360
38,World Championship 2021,2021-10-18,DAY7,1,MAD Lions,GEN,https://gol.gg/game/stats/35273/page-timeline/,https://www.youtube.com/watch?v=oReKiDbZQDQ,330
39,World Championship 2021,2021-10-17,TIEBREAKERS,1,RNG,HLE,https://gol.gg/game/stats/35328/page-timeline/,https://youtube.com/watch?v=UesdwweNxHo,369
40,World Championship 2021,2021-10-17,DAY6,1,PSG Talon,Fnatic,https://gol.gg/game/stats/35272/page-timeline/,https://youtube.com/watch?v=4n2RwEVJUvM,393
41,World Championship 2021,2021-10-17,DAY6,1,HLE,RNG,https://gol.gg/game/stats/35271/page-timeline/,https://youtube.com/watch?v=WfWQX0AWuV8,280
42,World Championship 2021,2021-10-17,DAY6,1,HLE,Fnatic,https://gol.gg/game/stats/35270/page-timeline/,https://youtube.com/watch?v=2XuAFGPGjzo,327
43,World Championship 2021,2021-10-17,DAY6,1,RNG,PSG Talon,https://gol.gg/game/stats/35269/page-timeline/,https://youtube.com/watch?v=JjnggdnA90c,372
44,World Championship 2021,2021-10-17,DAY6,1,Fnatic,RNG,https://gol.gg/game/stats/35268/page-timeline/,https://youtube.com/watch?v=4lSbJ1-vlNM,341
45,World Championship 2021,2021-10-17,DAY6,1,HLE,PSG Talon,https://gol.gg/game/stats/35267/page-timeline/,https://youtube.com/watch?v=OWc-r0w7kAQ,309
46,World Championship 2021,2021-10-16,DAY5,1,EDG,100 Thieves,https://gol.gg/game/stats/35266/page-timeline/,https://www.youtube.com/watch?v=JKLcnSj66ko,338
47,World Championship 2021,2021-10-16,DAY5,1,DFM,T1,https://gol.gg/game/stats/35265/page-timeline/,https://youtube.com/watch?v=duUvSt_O9KQ,336
48,World Championship 2021,2021-10-16,DAY5,1,DFM,100 Thieves,https://gol.gg/game/stats/35264/page-timeline/,https://www.youtube.com/watch?v=sUtMUy98Hfg,341
49,World Championship 2021,2021-10-16,DAY5,1,T1,EDG,https://gol.gg/game/stats/35263/page-timeline/,https://youtube.com/watch?v=c793U6M_YrY,357
