youtube_url,requested_playback_time,derived_actual_playback_seconds,derived_drift_seconds,ingame_time,difference_seconds
https://youtube.com/watch?v=1VjyIsaUGEI,3:40,220.020,+0.020,03:07,33
https://youtube.com/watch?v=pw_NKYKBUYk,3:40,220.020,+0.020,01:50,110
https://youtube.com/watch?v=lRdmwMFZHHg,3:40,220.020,+0.020,00:39,181
https://youtube.com/watch?v=CQf1fd7_318,3:40,220.020,+0.020,01:46,114
https://youtube.com/watch?v=9d0maZlaR-E,3:40,220.020,+0.020,01:48,112
https://youtube.com/watch?v=0CZWF57l2d4,3:40,220.020,+0.020,03:22,18
https://youtube.com/watch?v=JK-1McBWBGY,3:40,,+0.020,00:15,224
https://youtube.com/watch?v=KAaEB65AU0I,3:40,220.020,+0.020,02:09,91
https://youtube.com/watch?v=3zLuDINB-ks,3:40,220.020,+0.020,01:12,148
https://youtube.com/watch?v=SETJ7hZeGhU,3:40,220.020,+0.020,01:06,154
https://youtube.com/watch?v=ETqtHu9k6tw,3:40,220.020,+0.020,00:56,164
https://youtube.com/watch?v=q0H6CL4UP9s,3:40,220.020,+0.020,03:25,15
https://youtube.com/watch?v=7-Il7NlfaME,4:34,,+0.020,00:41,233
https://youtube.com/watch?v=NzAygxLaYIA,3:40,220.020,+0.020,00:38,182
https://youtube.com/watch?v=-G-kjt0rJi8,3:40,220.020,+0.020,01:32,128
https://youtube.com/watch?v=4Lq_KRcqDv8,3:40,220.020,+0.020,01:47,113
https://youtube.com/watch?v=Jh-yspn0qZI,4:03,,+0.020,00:45,198
https://youtube.com/watch?v=KPip_ipnySE,3:40,220.020,+0.020,02:09,91
https://youtube.com/watch?v=DrDxMjauQLU,3:40,220.020,+0.020,01:58,102
https://youtube.com/watch?v=6aXkIiT5ZI8,5:26,,+0.020,00:18,308
https://youtube.com/watch?v=RNy8fa8Si60,4:08,,+0.020,00:42,206
https://youtube.com/watch?v=Lu8rR5lt7K0,4:41,,+0.020,00:36,245
https://youtube.com/watch?v=BYeFivnK_SY,4:09,,+0.020,00:35,214
https://youtube.com/watch?v=vVyT4LWBiNI,3:40,220.020,+0.020,01:42,118
https://youtube.com/watch?v=1sGEywUduA0,3:40,220.020,+0.020,02:12,88
https://youtube.com/watch?v=tPxpZ3qymdQ,5:50,,+0.020,00:30,320
