youtube_url,requested_playback_time,derived_actual_playback_seconds,derived_drift_seconds,ingame_time,difference_seconds
https://youtube.com/watch?v=MPlGWKm-jdg,8:30,,,01:15,435
https://youtube.com/watch?v=0x5rUw7hqxc,6:30,390.020,+0.020,05:16,74
https://youtube.com/watch?v=AobbvSl4ZIc,6:30,390.020,+0.020,00:33,357
https://youtube.com/watch?v=E6UO5OCoUQ0,6:30,390.020,+0.020,00:37,353
https://youtube.com/watch?v=01vC2cBS6Gw,6:30,390.020,+0.020,04:57,93
https://youtube.com/watch?v=so8mXh9RTmM,6:30,390.020,+0.020,01:47,283
https://youtube.com/watch?v=uvIbkjW8SfU,8:00,,,01:06,414
https://youtube.com/watch?v=So0YzFNuy5U,6:30,390.020,+0.020,01:10,320
https://youtube.com/watch?v=YYX_935Ub-Y,20:00,,,01:38,1102
https://youtube.com/watch?v=z9GI9CY63Tc,6:30,390.020,+0.020,01:59,271
https://youtube.com/watch?v=0kglBe7cyEs,6:30,390.020,+0.020,01:03,327
https://youtube.com/watch?v=l2Y6Q3QoeLo,6:30,390.020,+0.020,03:09,201
https://youtube.com/watch?v=IKWRdJkl3i8,8:10,,,02:32,338
https://youtube.com/watch?v=TaHVtrV6E3Y,3:40,220.020,+0.020,02:44,56
https://youtube.com/watch?v=TFwc6iYO9G8,6:30,390.020,+0.020,01:10,320
https://youtube.com/watch?v=z4GOyCee_t4,6:30,390.020,+0.020,01:27,303
https://youtube.com/watch?v=nMRqoBO8-So,6:30,390.020,+0.020,06:18,12
https://youtube.com/watch?v=D6xYPcFvGAw,6:30,390.020,+0.020,01:32,298
https://youtube.com/watch?v=QykKDcwtOag,6:30,390.020,+0.020,01:17,313
https://youtube.com/watch?v=8x-wi7ex8rc,6:30,390.020,+0.020,01:00,330
https://youtube.com/watch?v=BBpJG8QyXaU,8:10,,,00:52,438
https://youtube.com/watch?v=_hCGidXq14k,6:30,390.020,+0.020,05:42,48
https://youtube.com/watch?v=lbCsIfIEMrw,8:10,,,01:47,383
https://youtube.com/watch?v=VpyfGXDKB5A,6:30,390.020,+0.020,01:53,277
https://youtube.com/watch?v=fxQKa4edyzY,6:30,390.020,+0.020,04:11,139
https://youtube.com/watch?v=USI8ppEAIJQ,6:30,390.020,+0.020,05:52,38
https://youtube.com/watch?v=fEWgfDPqY5c,8:10,,,00:59,431
https://youtube.com/watch?v=9bODKsi3yMQ,6:30,390.020,+0.020,02:09,261
https://youtube.com/watch?v=2ZRJp-fsLuE,8:10,,,01:37,393
https://youtube.com/watch?v=AY9XbggvCOQ,6:30,390.020,+0.020,02:28,242
https://youtube.com/watch?v=CEqff7PTCWQ,6:30,390.020,+0.020,02:40,230
https://youtube.com/watch?v=4HxMQHApySs,6:30,390.020,+0.020,06:04,26
https://youtube.com/watch?v=08ySx-DmbM4,8:10,,,01:50,380
https://youtube.com/watch?v=okTBsZqLSW4,8:10,,,00:56,434
https://youtube.com/watch?v=1X-ZXo-eziI,6:30,390.020,+0.020,00:42,348
https://youtube.com/watch?v=422TSVFb3KA,8:10,,,01:08,422
https://youtube.com/watch?v=gTJ9ukGWFLA,6:30,390.020,+0.020,02:31,239
https://youtube.com/watch?v=7nis4hYLw1Q,6:30,390.020,+0.020,06:16,14
https://youtube.com/watch?v=N-ZIJ8SDvok,8:45,,,00:55,470
https://youtube.com/watch?v=rM39V07CF1A,6:30,390.020,+0.020,01:59,271
https://youtube.com/watch?v=VfpXRyqKyLw,8:10,,,01:19,411
https://youtube.com/watch?v=jIOnLcVWUD0,6:30,390.020,+0.020,01:10,320
https://youtube.com/watch?v=lqk_qirQVJY,6:30,390.020,+0.020,02:05,265
https://youtube.com/watch?v=WEEUaEQPJxU,6:30,390.020,+0.020,04:02,148
https://youtube.com/watch?v=7X7DJR2judI,6:30,390.020,+0.020,04:03,147
