match_id,tournament,date,series,game_num,team1,team2,gol_url,youtube_url,offset_seconds
1,World Championship Play-In 2019,2019-10-08,KNOCKOUTSTAGE,1,UOL,Splyce,https://gol.gg/game/stats/20410/page-timeline/,https://youtube.com/watch?v=wsH4q2t8GFA,328
17,World Championship Play-In 2019,2019-10-05,TIEBREAKERS,1,Royal Youth,FLA,https://gol.gg/game/stats/20394/page-timeline/,https://www.youtube.com/watch?v=S6ErKKSi_fk,355
31,World Championship Play-In 2019,2019-10-04,DAY3,1,CG,UOL,https://gol.gg/game/stats/20376/page-timeline/,https://www.youtube.com/watch?v=Cmmz5wcb2Bk&list=PLVgS_BIOY01wFdXfxrv6WoCSlyIh2ZkF0&index=19,316
40,World Championship Play-In 2019,2019-10-02,DAY1,1,ISG,DFM,https://gol.gg/game/stats/20367/page-timeline/,https://www.youtube.com/watch?v=Cmmz5wcb2Bk,291
